reg is
1 0.0735276127234101
2 -0.954134725965559
3 -0.513877945952117
4 -0.541118970606476
5 -0.455606715288013
6 0.780118559952825
7 0.869505119975656
8 0.574669231195003
9 -0.374477313365787
10 -0.662811817135662
11 -0.755806628614664
12 -0.427402446977794
13 0.982310756109655
14 -0.321144487243146
